"COORDONNÉES","","","ZONE DE CHARGE","","","","","","","","","BORNE DE CHARGE","","","","","","","","","","","","","","","POINT DE CHARGE","","","","","","","","","PRISE","","","","","","",""
"PROJECTION","X","Y","CODE","TYPE EQUIPEMENT","ALIAS","PÉRIMÈTRE","ENTREPRISE","COMMUNE","TYPE","NOM","COMMENTAIRE","TYPE EQUIPEMENT","MODELE IRVE","CODE","ALIAS","PÉRIMÈTRE","VERSION FIRMWARE","NUMÉRO ICCID SIM","DATE INSTALLATION","MARQUE","MODELE","DERNIERE INTERVENTION","DATE CREATION","EQUIPEMENT PRIORITAIRE","COMMENTAIRE","OPTIONS","CHARGEBOXID","PUISSANCE MAXIMALE (W)","CODE D'OPÉRATION","CODE DU POINT DE CHARGE","CODE","DATE INSTALLATION","DATE INTERVENTION","NOMBRE DE CONNECTEURS","COMMENTAIRE","CODE","CONNECTOR_ID","TYPE","ALIMENTATION","TYPE DE PRISE","INTENSITÉ MAX (A)","ID DU POINT DE CHARGE","COMMENTAIRE"
"WGS_84","-0.10","49.29","FR*SOD*S*SDEC*18*1*_*_","Zone de charge","DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","Citeos Caen","","","","14160","Borne de charge","","FR*SOD*S*SDEC*18*1*_*_","HRAY - DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","3.18a-rc23-tcp","000089417494","12/21/2015","E-TOTEM","E TOTEM 22 KVA","6/17/2025","11/2/2021","Non","14225","Freshmile","ET239","22000","","","FR*SOD*S*SDEC*18*1*_*_-2","","","2","HRAY2","FR*SOD*S*SDEC*18*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.10","49.29","FR*SOD*S*SDEC*18*1*_*_","Zone de charge","DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","Citeos Caen","","","","14160","Borne de charge","","FR*SOD*S*SDEC*18*1*_*_","HRAY - DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","3.18a-rc23-tcp","000089417494","12/21/2015","E-TOTEM","E TOTEM 22 KVA","6/17/2025","11/2/2021","Non","14225","Freshmile","ET239","22000","","","FR*SOD*S*SDEC*18*1*_*_-2","","","2","HRAY2","FR*SOD*S*SDEC*18*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.10","49.29","FR*SOD*S*SDEC*18*1*_*_","Zone de charge","DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","Citeos Caen","","","","14160","Borne de charge","","FR*SOD*S*SDEC*18*1*_*_","HRAY - DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","3.18a-rc23-tcp","000089417494","12/21/2015","E-TOTEM","E TOTEM 22 KVA","6/17/2025","11/2/2021","Non","14225","Freshmile","ET239","22000","","","FR*SOD*S*SDEC*18*1*_*_-1","","","2","HRAY1","FR*SOD*S*SDEC*18*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.10","49.29","FR*SOD*S*SDEC*18*1*_*_","Zone de charge","DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","Citeos Caen","","","","14160","Borne de charge","","FR*SOD*S*SDEC*18*1*_*_","HRAY - DIVES SUR MER - D513 - Boulevard Maurice Thorez","Global","3.18a-rc23-tcp","000089417494","12/21/2015","E-TOTEM","E TOTEM 22 KVA","6/17/2025","11/2/2021","Non","14225","Freshmile","ET239","22000","","","FR*SOD*S*SDEC*18*1*_*_-1","","","2","HRAY1","FR*SOD*S*SDEC*18*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.84","48.94","FR*SOD*S*SDEC*219*1*_*_","Zone de charge","LE BENY BOCAGE - Rue du Chanoine Cochard","Global","Citeos Caen","","","","14350","Borne de charge","","FR*SOD*S*SDEC*219*1*_*_","NBLR - LE BENY BOCAGE - Rue du Chanoine Cochard","Global","3.18a-rc23-tcp","000096129835","5/26/2017","E-TOTEM","E TOTEM 22 KVA","9/25/2025","11/2/2021","Non","14061","Freshmile","ET228","22000","","","FR*SOD*S*SDEC*219*1*_*_-2","","","2","NBLR2","FR*SOD*S*SDEC*219*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.84","48.94","FR*SOD*S*SDEC*219*1*_*_","Zone de charge","LE BENY BOCAGE - Rue du Chanoine Cochard","Global","Citeos Caen","","","","14350","Borne de charge","","FR*SOD*S*SDEC*219*1*_*_","NBLR - LE BENY BOCAGE - Rue du Chanoine Cochard","Global","3.18a-rc23-tcp","000096129835","5/26/2017","E-TOTEM","E TOTEM 22 KVA","9/25/2025","11/2/2021","Non","14061","Freshmile","ET228","22000","","","FR*SOD*S*SDEC*219*1*_*_-1","","","2","NBLR1","FR*SOD*S*SDEC*219*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.84","48.94","FR*SOD*S*SDEC*219*1*_*_","Zone de charge","LE BENY BOCAGE - Rue du Chanoine Cochard","Global","Citeos Caen","","","","14350","Borne de charge","","FR*SOD*S*SDEC*219*1*_*_","NBLR - LE BENY BOCAGE - Rue du Chanoine Cochard","Global","3.18a-rc23-tcp","000096129835","5/26/2017","E-TOTEM","E TOTEM 22 KVA","9/25/2025","11/2/2021","Non","14061","Freshmile","ET228","22000","","","FR*SOD*S*SDEC*219*1*_*_-1","","","2","NBLR1","FR*SOD*S*SDEC*219*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.84","48.94","FR*SOD*S*SDEC*219*1*_*_","Zone de charge","LE BENY BOCAGE - Rue du Chanoine Cochard","Global","Citeos Caen","","","","14350","Borne de charge","","FR*SOD*S*SDEC*219*1*_*_","NBLR - LE BENY BOCAGE - Rue du Chanoine Cochard","Global","3.18a-rc23-tcp","000096129835","5/26/2017","E-TOTEM","E TOTEM 22 KVA","9/25/2025","11/2/2021","Non","14061","Freshmile","ET228","22000","","","FR*SOD*S*SDEC*219*1*_*_-2","","","2","NBLR2","FR*SOD*S*SDEC*219*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.37","49.15","FR*SOD*S*SDEC*178*1*_*_","Zone de charge","FLEURY SUR ORNE - Parking rue François Mitterrand","Global","Citeos Caen","","","","14123","Borne de charge","","FR*SOD*S*SDEC*178*1*_*_","KSXC - FLEURY SUR ORNE - Parking rue François Mitterrand","Global","3.18a-rc23-tcp","000089417291","5/17/2017","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14271","Freshmile","ET221","22000","","","FR*SOD*S*SDEC*178*1*_*_-2","","","2","KSXC2","FR*SOD*S*SDEC*178*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.37","49.15","FR*SOD*S*SDEC*178*1*_*_","Zone de charge","FLEURY SUR ORNE - Parking rue François Mitterrand","Global","Citeos Caen","","","","14123","Borne de charge","","FR*SOD*S*SDEC*178*1*_*_","KSXC - FLEURY SUR ORNE - Parking rue François Mitterrand","Global","3.18a-rc23-tcp","000089417291","5/17/2017","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14271","Freshmile","ET221","22000","","","FR*SOD*S*SDEC*178*1*_*_-2","","","2","KSXC2","FR*SOD*S*SDEC*178*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.37","49.15","FR*SOD*S*SDEC*178*1*_*_","Zone de charge","FLEURY SUR ORNE - Parking rue François Mitterrand","Global","Citeos Caen","","","","14123","Borne de charge","","FR*SOD*S*SDEC*178*1*_*_","KSXC - FLEURY SUR ORNE - Parking rue François Mitterrand","Global","3.18a-rc23-tcp","000089417291","5/17/2017","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14271","Freshmile","ET221","22000","","","FR*SOD*S*SDEC*178*1*_*_-1","","","2","KSXC1","FR*SOD*S*SDEC*178*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.37","49.15","FR*SOD*S*SDEC*178*1*_*_","Zone de charge","FLEURY SUR ORNE - Parking rue François Mitterrand","Global","Citeos Caen","","","","14123","Borne de charge","","FR*SOD*S*SDEC*178*1*_*_","KSXC - FLEURY SUR ORNE - Parking rue François Mitterrand","Global","3.18a-rc23-tcp","000089417291","5/17/2017","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14271","Freshmile","ET221","22000","","","FR*SOD*S*SDEC*178*1*_*_-1","","","2","KSXC1","FR*SOD*S*SDEC*178*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.32","49.13","FR*SOD*S*SDEC*180*1*_*_","Zone de charge","HUBERT FOLIE - Rue des Tilleuls","Global","Citeos Caen","","","","14540","Borne de charge","","FR*SOD*S*SDEC*180*1*_*_","MMEP - HUBERT FOLIE - Rue des Tilleuls","Global","3.18a-rc23-tcp","000096129867","3/28/2017","E-TOTEM","E TOTEM 22 KVA","10/30/2025","11/2/2021","Non","14538","Freshmile","ET201","22000","","","FR*SOD*S*SDEC*180*1*_*_-2","","","2","MMEP2","FR*SOD*S*SDEC*180*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.32","49.13","FR*SOD*S*SDEC*180*1*_*_","Zone de charge","HUBERT FOLIE - Rue des Tilleuls","Global","Citeos Caen","","","","14540","Borne de charge","","FR*SOD*S*SDEC*180*1*_*_","MMEP - HUBERT FOLIE - Rue des Tilleuls","Global","3.18a-rc23-tcp","000096129867","3/28/2017","E-TOTEM","E TOTEM 22 KVA","10/30/2025","11/2/2021","Non","14538","Freshmile","ET201","22000","","","FR*SOD*S*SDEC*180*1*_*_-2","","","2","MMEP2","FR*SOD*S*SDEC*180*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.32","49.13","FR*SOD*S*SDEC*180*1*_*_","Zone de charge","HUBERT FOLIE - Rue des Tilleuls","Global","Citeos Caen","","","","14540","Borne de charge","","FR*SOD*S*SDEC*180*1*_*_","MMEP - HUBERT FOLIE - Rue des Tilleuls","Global","3.18a-rc23-tcp","000096129867","3/28/2017","E-TOTEM","E TOTEM 22 KVA","10/30/2025","11/2/2021","Non","14538","Freshmile","ET201","22000","","","FR*SOD*S*SDEC*180*1*_*_-1","","","2","MMEP1","FR*SOD*S*SDEC*180*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.32","49.13","FR*SOD*S*SDEC*180*1*_*_","Zone de charge","HUBERT FOLIE - Rue des Tilleuls","Global","Citeos Caen","","","","14540","Borne de charge","","FR*SOD*S*SDEC*180*1*_*_","MMEP - HUBERT FOLIE - Rue des Tilleuls","Global","3.18a-rc23-tcp","000096129867","3/28/2017","E-TOTEM","E TOTEM 22 KVA","10/30/2025","11/2/2021","Non","14538","Freshmile","ET201","22000","","","FR*SOD*S*SDEC*180*1*_*_-1","","","2","MMEP1","FR*SOD*S*SDEC*180*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.48","48.99","FR*SOD*S*SDEC*215*1*_*_","Zone de charge","THURY-HARCOURT - Avenue du Général Lyne","Global","Citeos Caen","","","","14220","Borne de charge","","FR*SOD*S*SDEC*215*1*_*_","XTUQ - THURY-HARCOURT - Avenue du Général Lyne","Global","3.18a-rc23-tcp","000089417294","12/26/2017","E-TOTEM","E TOTEM RAPIDE 50 KVA","6/18/2025","12/6/2021","Non","14689","Freshmile","ETNC8","50000","","","FR*SOD*S*SDEC*215*1*_*_PC2","","","2","XTUQ2","FR*SOD*S*SDEC*215*1*_*_PC2C1","2","Combo","","","","2","Combo"
"WGS_84","-0.48","48.99","FR*SOD*S*SDEC*215*1*_*_","Zone de charge","THURY-HARCOURT - Avenue du Général Lyne","Global","Citeos Caen","","","","14220","Borne de charge","","FR*SOD*S*SDEC*215*1*_*_","XTUQ - THURY-HARCOURT - Avenue du Général Lyne","Global","3.18a-rc23-tcp","000089417294","12/26/2017","E-TOTEM","E TOTEM RAPIDE 50 KVA","6/18/2025","12/6/2021","Non","14689","Freshmile","ETNC8","43000","","","FR*SOD*S*SDEC*215*1*_*_PC1","","","1","XTUQ1","FR*SOD*S*SDEC*215*1*_*_PC1C1","1","T2","","","","1","T2"
"WGS_84","-0.48","48.99","FR*SOD*S*SDEC*215*1*_*_","Zone de charge","THURY-HARCOURT - Avenue du Général Lyne","Global","Citeos Caen","","","","14220","Borne de charge","","FR*SOD*S*SDEC*215*1*_*_","XTUQ - THURY-HARCOURT - Avenue du Général Lyne","Global","3.18a-rc23-tcp","000089417294","12/26/2017","E-TOTEM","E TOTEM RAPIDE 50 KVA","6/18/2025","12/6/2021","Non","14689","Freshmile","ETNC8","50000","","","FR*SOD*S*SDEC*215*1*_*_PC2","","","2","XTUQ2","FR*SOD*S*SDEC*215*1*_*_CO1","3","Chademo","","","","",""
"WGS_84","0.06","49.25","ANNEBAULT- DBT","Zone de charge","ANNEBAULT - Route de Lisieux","Global","","Annebault","","Route de Lisieux","14430","Borne de charge","","YFTV - ANNEBAULT","YFTV - ANNEBAULT - Route de Lisieux","Global","1.3.7.2","","6/27/2022","DBT","UC100-ULTRA","11/26/2025","2/21/2022","Non","14016","Freshmile","DBT.QCNG239.51210097772798","100000","","","DBT.QCNG236.51210097772795-1","","","2","YFTV1","YFTV - ANNEBAULT-2330","1","Combo","","","","2",""
"WGS_84","0.06","49.25","ANNEBAULT- DBT","Zone de charge","ANNEBAULT - Route de Lisieux","Global","","Annebault","","Route de Lisieux","14430","Borne de charge","","YFTV - ANNEBAULT","YFTV - ANNEBAULT - Route de Lisieux","Global","1.3.7.2","","6/27/2022","DBT","UC100-ULTRA","11/26/2025","2/21/2022","Non","14016","Freshmile","DBT.QCNG239.51210097772798","43000","","","DBT.QCNG236.51210097772795-2","","","1","YFTV3","YFTV - ANNEBAULT-2332","3","T2","","","","3",""
"WGS_84","0.06","49.25","ANNEBAULT- DBT","Zone de charge","ANNEBAULT - Route de Lisieux","Global","","Annebault","","Route de Lisieux","14430","Borne de charge","","YFTV - ANNEBAULT","YFTV - ANNEBAULT - Route de Lisieux","Global","1.3.7.2","","6/27/2022","DBT","UC100-ULTRA","11/26/2025","2/21/2022","Non","14016","Freshmile","DBT.QCNG239.51210097772798","100000","","","YFTV - ANNEBAULTPC1","","","1","YFTV2","YFTV - ANNEBAULTCO1","2","Chademo","","","","",""
"WGS_84","0.08","49.20","FR*SOD*S*SDEC*46*1*_*_","Zone de charge","BONNEBOSQ - Avenue de Verdun","Global","Citeos Caen","","","","14340","Borne de charge","","FR*SOD*S*SDEC*46*1*_*_","AVEW - BONNEBOSQ - Avenue de Verdun","Global","3.18a-rc23-tcp","000089417701","12/22/2015","E-TOTEM","E TOTEM 22 KVA","9/23/2025","11/2/2021","Non","14083","Freshmile","ET217","22000","","","FR*SOD*S*SDEC*46*1*_*_-2","","","2","AVEW2","FR*SOD*S*SDEC*46*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","0.08","49.20","FR*SOD*S*SDEC*46*1*_*_","Zone de charge","BONNEBOSQ - Avenue de Verdun","Global","Citeos Caen","","","","14340","Borne de charge","","FR*SOD*S*SDEC*46*1*_*_","AVEW - BONNEBOSQ - Avenue de Verdun","Global","3.18a-rc23-tcp","000089417701","12/22/2015","E-TOTEM","E TOTEM 22 KVA","9/23/2025","11/2/2021","Non","14083","Freshmile","ET217","22000","","","FR*SOD*S*SDEC*46*1*_*_-2","","","2","AVEW2","FR*SOD*S*SDEC*46*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","0.08","49.20","FR*SOD*S*SDEC*46*1*_*_","Zone de charge","BONNEBOSQ - Avenue de Verdun","Global","Citeos Caen","","","","14340","Borne de charge","","FR*SOD*S*SDEC*46*1*_*_","AVEW - BONNEBOSQ - Avenue de Verdun","Global","3.18a-rc23-tcp","000089417701","12/22/2015","E-TOTEM","E TOTEM 22 KVA","9/23/2025","11/2/2021","Non","14083","Freshmile","ET217","22000","","","FR*SOD*S*SDEC*46*1*_*_-1","","","2","AVEW1","FR*SOD*S*SDEC*46*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","0.08","49.20","FR*SOD*S*SDEC*46*1*_*_","Zone de charge","BONNEBOSQ - Avenue de Verdun","Global","Citeos Caen","","","","14340","Borne de charge","","FR*SOD*S*SDEC*46*1*_*_","AVEW - BONNEBOSQ - Avenue de Verdun","Global","3.18a-rc23-tcp","000089417701","12/22/2015","E-TOTEM","E TOTEM 22 KVA","9/23/2025","11/2/2021","Non","14083","Freshmile","ET217","22000","","","FR*SOD*S*SDEC*46*1*_*_-1","","","2","AVEW1","FR*SOD*S*SDEC*46*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.67","48.85","FR*SOD*S*SDEC*216*1*_*_","Zone de charge","VASSY - Parking de l'église","Global","Citeos Caen","","","","14410","Borne de charge","","FR*SOD*S*SDEC*216*1*_*_","YMDY - VASSY - Parking de l'église","Global","2.1.6.2","000096129863","3/20/2025","DBT","SQC-Keren","6/10/2025","11/2/2021","Non","14726","Freshmile","DBT.L2.966b86","22000","","","FR*SOD*S*SDEC*216*1*_*_-1","","","2","YMDY1","FR*SOD*S*SDEC*216*1*_*_-1-T2","1","T2","","","","1","T2, T3, EF"
"WGS_84","-0.67","48.85","FR*SOD*S*SDEC*216*1*_*_","Zone de charge","VASSY - Parking de l'église","Global","Citeos Caen","","","","14410","Borne de charge","","FR*SOD*S*SDEC*216*1*_*_","YMDY - VASSY - Parking de l'église","Global","2.1.6.2","000096129863","3/20/2025","DBT","SQC-Keren","6/10/2025","11/2/2021","Non","14726","Freshmile","DBT.L2.966b86","22000","","","FR*SOD*S*SDEC*216*1*_*_-1","","","2","YMDY1","FR*SOD*S*SDEC*216*1*_*_-1-EF","1","EF","","","","1","T2, T3, EF"
"WGS_84","-0.67","48.85","FR*SOD*S*SDEC*216*1*_*_","Zone de charge","VASSY - Parking de l'église","Global","Citeos Caen","","","","14410","Borne de charge","","FR*SOD*S*SDEC*216*1*_*_","YMDY - VASSY - Parking de l'église","Global","2.1.6.2","000096129863","3/20/2025","DBT","SQC-Keren","6/10/2025","11/2/2021","Non","14726","Freshmile","DBT.L2.966b86","22000","","","FR*SOD*S*SDEC*216*1*_*_-2","","","2","YMDY2","FR*SOD*S*SDEC*216*1*_*_-2-EF","2","EF","","","","2","T2, T3, EF"
"WGS_84","-0.67","48.85","FR*SOD*S*SDEC*216*1*_*_","Zone de charge","VASSY - Parking de l'église","Global","Citeos Caen","","","","14410","Borne de charge","","FR*SOD*S*SDEC*216*1*_*_","YMDY - VASSY - Parking de l'église","Global","2.1.6.2","000096129863","3/20/2025","DBT","SQC-Keren","6/10/2025","11/2/2021","Non","14726","Freshmile","DBT.L2.966b86","22000","","","FR*SOD*S*SDEC*216*1*_*_-2","","","2","YMDY2","FR*SOD*S*SDEC*216*1*_*_-2-T2","2","T2","","","","2","T2, T3, EF"
"WGS_84","-0.65","49.29","FR*SOD*S*SDEC*122*1*_*_","Zone de charge","SOMMERVIEU - Rue Saint Pierre","Global","Citeos Caen","","","","14400","Borne de charge","","FR*SOD*S*SDEC*122*1*_*_","TELV - SOMMERVIEU - Rue Saint Pierre","Global","3.17g-p1-mb2","000096137571","4/19/2017","E-TOTEM","E TOTEM 22 KVA","7/16/2025","11/2/2021","Non","14676","Freshmile","ET261","22000","","","FR*SOD*S*SDEC*122*1*_*_-2","","","2","TELV2","FR*SOD*S*SDEC*122*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.65","49.29","FR*SOD*S*SDEC*122*1*_*_","Zone de charge","SOMMERVIEU - Rue Saint Pierre","Global","Citeos Caen","","","","14400","Borne de charge","","FR*SOD*S*SDEC*122*1*_*_","TELV - SOMMERVIEU - Rue Saint Pierre","Global","3.17g-p1-mb2","000096137571","4/19/2017","E-TOTEM","E TOTEM 22 KVA","7/16/2025","11/2/2021","Non","14676","Freshmile","ET261","22000","","","FR*SOD*S*SDEC*122*1*_*_-2","","","2","TELV2","FR*SOD*S*SDEC*122*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.65","49.29","FR*SOD*S*SDEC*122*1*_*_","Zone de charge","SOMMERVIEU - Rue Saint Pierre","Global","Citeos Caen","","","","14400","Borne de charge","","FR*SOD*S*SDEC*122*1*_*_","TELV - SOMMERVIEU - Rue Saint Pierre","Global","3.17g-p1-mb2","000096137571","4/19/2017","E-TOTEM","E TOTEM 22 KVA","7/16/2025","11/2/2021","Non","14676","Freshmile","ET261","22000","","","FR*SOD*S*SDEC*122*1*_*_-1","","","2","TELV1","FR*SOD*S*SDEC*122*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.65","49.29","FR*SOD*S*SDEC*122*1*_*_","Zone de charge","SOMMERVIEU - Rue Saint Pierre","Global","Citeos Caen","","","","14400","Borne de charge","","FR*SOD*S*SDEC*122*1*_*_","TELV - SOMMERVIEU - Rue Saint Pierre","Global","3.17g-p1-mb2","000096137571","4/19/2017","E-TOTEM","E TOTEM 22 KVA","7/16/2025","11/2/2021","Non","14676","Freshmile","ET261","22000","","","FR*SOD*S*SDEC*122*1*_*_-1","","","2","TELV1","FR*SOD*S*SDEC*122*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.87","49.24","FR*SOD*S*SDEC*156*1*_*_","Zone de charge","LE MOLAY LITTRY - Parking Médiathèque Communale","Global","Citeos Caen","","","","14330","Borne de charge","","FR*SOD*S*SDEC*156*1*_*_","NMEG - LE MOLAY LITTRY - Parking Médiathèque Communale","Global","3.17g-p1-mb2","000096130301","4/26/2016","E-TOTEM","E TOTEM 22 KVA","11/27/2025","11/2/2021","Non","14370","Freshmile","ET141","22000","","","FR*SOD*S*SDEC*156*1*_*_-2","","","2","NMEG2","FR*SOD*S*SDEC*156*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.87","49.24","FR*SOD*S*SDEC*156*1*_*_","Zone de charge","LE MOLAY LITTRY - Parking Médiathèque Communale","Global","Citeos Caen","","","","14330","Borne de charge","","FR*SOD*S*SDEC*156*1*_*_","NMEG - LE MOLAY LITTRY - Parking Médiathèque Communale","Global","3.17g-p1-mb2","000096130301","4/26/2016","E-TOTEM","E TOTEM 22 KVA","11/27/2025","11/2/2021","Non","14370","Freshmile","ET141","22000","","","FR*SOD*S*SDEC*156*1*_*_-2","","","2","NMEG2","FR*SOD*S*SDEC*156*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.87","49.24","FR*SOD*S*SDEC*156*1*_*_","Zone de charge","LE MOLAY LITTRY - Parking Médiathèque Communale","Global","Citeos Caen","","","","14330","Borne de charge","","FR*SOD*S*SDEC*156*1*_*_","NMEG - LE MOLAY LITTRY - Parking Médiathèque Communale","Global","3.17g-p1-mb2","000096130301","4/26/2016","E-TOTEM","E TOTEM 22 KVA","11/27/2025","11/2/2021","Non","14370","Freshmile","ET141","22000","","","FR*SOD*S*SDEC*156*1*_*_-1","","","2","NMEG1","FR*SOD*S*SDEC*156*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.87","49.24","FR*SOD*S*SDEC*156*1*_*_","Zone de charge","LE MOLAY LITTRY - Parking Médiathèque Communale","Global","Citeos Caen","","","","14330","Borne de charge","","FR*SOD*S*SDEC*156*1*_*_","NMEG - LE MOLAY LITTRY - Parking Médiathèque Communale","Global","3.17g-p1-mb2","000096130301","4/26/2016","E-TOTEM","E TOTEM 22 KVA","11/27/2025","11/2/2021","Non","14370","Freshmile","ET141","22000","","","FR*SOD*S*SDEC*156*1*_*_-1","","","2","NMEG1","FR*SOD*S*SDEC*156*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.22","49.18","FR*SOD*S*SDEC*70*1*_*_","Zone de charge","SANNERVILLE - Rue du maréchal Leclerc","Global","Citeos Caen","","","","14940","Borne de charge","","FR*SOD*S*SDEC*70*1*_*_","TAUG - SANNERVILLE - Rue du maréchal Leclerc","Global","3.17g-p1-mb2","000089417290","3/3/2017","E-TOTEM","E TOTEM 22 KVA","10/2/2025","11/2/2021","Non","14666","Freshmile","ET264","22000","","","FR*SOD*S*SDEC*70*1*_*_-1","","","2","TAUG1","FR*SOD*S*SDEC*70*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.22","49.18","FR*SOD*S*SDEC*70*1*_*_","Zone de charge","SANNERVILLE - Rue du maréchal Leclerc","Global","Citeos Caen","","","","14940","Borne de charge","","FR*SOD*S*SDEC*70*1*_*_","TAUG - SANNERVILLE - Rue du maréchal Leclerc","Global","3.17g-p1-mb2","000089417290","3/3/2017","E-TOTEM","E TOTEM 22 KVA","10/2/2025","11/2/2021","Non","14666","Freshmile","ET264","22000","","","FR*SOD*S*SDEC*70*1*_*_-1","","","2","TAUG1","FR*SOD*S*SDEC*70*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.22","49.18","FR*SOD*S*SDEC*70*1*_*_","Zone de charge","SANNERVILLE - Rue du maréchal Leclerc","Global","Citeos Caen","","","","14940","Borne de charge","","FR*SOD*S*SDEC*70*1*_*_","TAUG - SANNERVILLE - Rue du maréchal Leclerc","Global","3.17g-p1-mb2","000089417290","3/3/2017","E-TOTEM","E TOTEM 22 KVA","10/2/2025","11/2/2021","Non","14666","Freshmile","ET264","22000","","","FR*SOD*S*SDEC*70*1*_*_-2","","","2","TAUG2","FR*SOD*S*SDEC*70*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.22","49.18","FR*SOD*S*SDEC*70*1*_*_","Zone de charge","SANNERVILLE - Rue du maréchal Leclerc","Global","Citeos Caen","","","","14940","Borne de charge","","FR*SOD*S*SDEC*70*1*_*_","TAUG - SANNERVILLE - Rue du maréchal Leclerc","Global","3.17g-p1-mb2","000089417290","3/3/2017","E-TOTEM","E TOTEM 22 KVA","10/2/2025","11/2/2021","Non","14666","Freshmile","ET264","22000","","","FR*SOD*S*SDEC*70*1*_*_-2","","","2","TAUG2","FR*SOD*S*SDEC*70*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","0.03","49.34","FR*SOD*S*SDEC*16*1*_*_","Zone de charge","BLONVILLE SUR MER - Rue Pierre Jacquot","Global","","","","","14910","Borne de charge","","FR*SOD*S*SDEC*16*1*_*_","ASQY - BLONVILLE SUR MER - Rue Pierre Jacquot","Global","3.17g-p1-mb2","000089417512","12/22/2015","E-TOTEM","E TOTEM 22 KVA","7/11/2025","11/2/2021","Non","14079","Freshmile","ET195","22000","","","FR*SOD*S*SDEC*16*1*_*_-1","","","2","ASQY1","FR*SOD*S*SDEC*16*1*_*_-1-EF","1","EF","","","","1","T2, T3, EF"
"WGS_84","0.03","49.34","FR*SOD*S*SDEC*16*1*_*_","Zone de charge","BLONVILLE SUR MER - Rue Pierre Jacquot","Global","","","","","14910","Borne de charge","","FR*SOD*S*SDEC*16*1*_*_","ASQY - BLONVILLE SUR MER - Rue Pierre Jacquot","Global","3.17g-p1-mb2","000089417512","12/22/2015","E-TOTEM","E TOTEM 22 KVA","7/11/2025","11/2/2021","Non","14079","Freshmile","ET195","22000","","","FR*SOD*S*SDEC*16*1*_*_-1","","","2","ASQY1","FR*SOD*S*SDEC*16*1*_*_-1-T2","1","T2","","","","1","T2, EF"
