"COORDONNÉES","","","ZONE DE CHARGE","","","","","","","","","BORNE DE CHARGE","","","","","","","","","","","","","","","POINT DE CHARGE","","","","","","","","","PRISE","","","","","","",""
"PROJECTION","X","Y","CODE","TYPE EQUIPEMENT","ALIAS","PÉRIMÈTRE","ENTREPRISE","COMMUNE","TYPE","NOM","COMMENTAIRE","TYPE EQUIPEMENT","MODELE IRVE","CODE","ALIAS","PÉRIMÈTRE","VERSION FIRMWARE","NUMÉRO ICCID SIM","DATE INSTALLATION","MARQUE","MODELE","DERNIERE INTERVENTION","DATE CREATION","EQUIPEMENT PRIORITAIRE","COMMENTAIRE","OPTIONS","CHARGEBOXID","PUISSANCE MAXIMALE (W)","CODE D'OPÉRATION","CODE DU POINT DE CHARGE","CODE","DATE INSTALLATION","DATE INTERVENTION","NOMBRE DE CONNECTEURS","COMMENTAIRE","CODE","CONNECTOR_ID","TYPE","ALIMENTATION","TYPE DE PRISE","INTENSITÉ MAX (A)","ID DU POINT DE CHARGE","COMMENTAIRE"
"WGS_84","0.27","49.32","FR*SOD*S*SDEC*7*1*_*_","Zone de charge","ST BENOIT D'HEBERTOT - Parking de la Mairie","Global","Citeos Caen","","","","14130","Borne de charge","","FR*SOD*S*SDEC*7*1*_*_","UTAA - ST BENOIT D'HEBERTOT - Parking de la Mairie","Global","3.17g-p1-mb2","000089417694","9/14/2015","E-TOTEM","E TOTEM 22 KVA","12/11/2025","11/2/2021","Non","14563","Freshmile","ET296","22000","","","FR*SOD*S*SDEC*7*1*_*_-2","","","2","UTAA2","FR*SOD*S*SDEC*7*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","0.27","49.32","FR*SOD*S*SDEC*7*1*_*_","Zone de charge","ST BENOIT D'HEBERTOT - Parking de la Mairie","Global","Citeos Caen","","","","14130","Borne de charge","","FR*SOD*S*SDEC*7*1*_*_","UTAA - ST BENOIT D'HEBERTOT - Parking de la Mairie","Global","3.17g-p1-mb2","000089417694","9/14/2015","E-TOTEM","E TOTEM 22 KVA","12/11/2025","11/2/2021","Non","14563","Freshmile","ET296","22000","","","FR*SOD*S*SDEC*7*1*_*_-1","","","2","UTAA1","FR*SOD*S*SDEC*7*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*71*1*_*_","Zone de charge","CAEN - Place Guillouard","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*71*1*_*_","DWVP - CAEN - Place Guillouard","Global","3.18a-rc23-tcp","000089417689","9/14/2015","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET101","22000","","","FR*SOD*S*SDEC*71*1*_*_-1","","","2","DWVP1","FR*SOD*S*SDEC*71*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*71*1*_*_","Zone de charge","CAEN - Place Guillouard","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*71*1*_*_","DWVP - CAEN - Place Guillouard","Global","3.18a-rc23-tcp","000089417689","9/14/2015","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET101","22000","","","FR*SOD*S*SDEC*71*1*_*_-1","","","2","DWVP1","FR*SOD*S*SDEC*71*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*71*1*_*_","Zone de charge","CAEN - Place Guillouard","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*71*1*_*_","DWVP - CAEN - Place Guillouard","Global","3.18a-rc23-tcp","000089417689","9/14/2015","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET101","22000","","","FR*SOD*S*SDEC*71*1*_*_-2","","","2","DWVP2","FR*SOD*S*SDEC*71*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*71*1*_*_","Zone de charge","CAEN - Place Guillouard","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*71*1*_*_","DWVP - CAEN - Place Guillouard","Global","3.18a-rc23-tcp","000089417689","9/14/2015","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET101","22000","","","FR*SOD*S*SDEC*71*1*_*_-2","","","2","DWVP2","FR*SOD*S*SDEC*71*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.37","49.19","FR*SOD*S*SDEC*73*1*_*_","Zone de charge","CAEN - Place de la Mare","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*73*1*_*_","EAHG - CAEN - Place de la Mare","Global","3.17g-p1-mb2","000089417306","5/26/2016","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET122","22000","","","FR*SOD*S*SDEC*73*1*_*_-2","","","2","EAHG2","FR*SOD*S*SDEC*73*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.37","49.19","FR*SOD*S*SDEC*73*1*_*_","Zone de charge","CAEN - Place de la Mare","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*73*1*_*_","EAHG - CAEN - Place de la Mare","Global","3.17g-p1-mb2","000089417306","5/26/2016","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET122","22000","","","FR*SOD*S*SDEC*73*1*_*_-2","","","2","EAHG2","FR*SOD*S*SDEC*73*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.37","49.19","FR*SOD*S*SDEC*73*1*_*_","Zone de charge","CAEN - Place de la Mare","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*73*1*_*_","EAHG - CAEN - Place de la Mare","Global","3.17g-p1-mb2","000089417306","5/26/2016","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET122","22000","","","FR*SOD*S*SDEC*73*1*_*_-1","","","2","EAHG1","FR*SOD*S*SDEC*73*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.37","49.19","FR*SOD*S*SDEC*73*1*_*_","Zone de charge","CAEN - Place de la Mare","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*73*1*_*_","EAHG - CAEN - Place de la Mare","Global","3.17g-p1-mb2","000089417306","5/26/2016","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET122","22000","","","FR*SOD*S*SDEC*73*1*_*_-1","","","2","EAHG1","FR*SOD*S*SDEC*73*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.38","49.20","FR*SOD*S*SDEC*72*1*_*_","Zone de charge","CAEN - Esplanade Brillaud de Laujardière","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*72*1*_*_","DBWT - CAEN - Esplanade Brillaud de Laujardière","Global","3.18a-rc23-tcp","000089417307","9/11/2015","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET102","22000","","","FR*SOD*S*SDEC*72*1*_*_-1","","","2","DBWT1","FR*SOD*S*SDEC*72*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.38","49.20","FR*SOD*S*SDEC*72*1*_*_","Zone de charge","CAEN - Esplanade Brillaud de Laujardière","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*72*1*_*_","DBWT - CAEN - Esplanade Brillaud de Laujardière","Global","3.18a-rc23-tcp","000089417307","9/11/2015","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET102","22000","","","FR*SOD*S*SDEC*72*1*_*_-1","","","2","DBWT1","FR*SOD*S*SDEC*72*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.38","49.20","FR*SOD*S*SDEC*72*1*_*_","Zone de charge","CAEN - Esplanade Brillaud de Laujardière","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*72*1*_*_","DBWT - CAEN - Esplanade Brillaud de Laujardière","Global","3.18a-rc23-tcp","000089417307","9/11/2015","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET102","22000","","","FR*SOD*S*SDEC*72*1*_*_-2","","","2","DBWT2","FR*SOD*S*SDEC*72*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.38","49.20","FR*SOD*S*SDEC*72*1*_*_","Zone de charge","CAEN - Esplanade Brillaud de Laujardière","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*72*1*_*_","DBWT - CAEN - Esplanade Brillaud de Laujardière","Global","3.18a-rc23-tcp","000089417307","9/11/2015","E-TOTEM","E TOTEM 22 KVA","11/26/2025","11/2/2021","Non","14118","Freshmile","ET102","22000","","","FR*SOD*S*SDEC*72*1*_*_-2","","","2","DBWT2","FR*SOD*S*SDEC*72*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*74*1*_*_","Zone de charge","CAEN - Parking Notre Dame de la Gloriette","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*74*1*_*_","DGYP - CAEN - Parking Notre Dame de la Gloriette","Global","3.17g-p1-mb2","000089417305","11/22/2016","E-TOTEM","E TOTEM 22 KVA","9/30/2025","11/2/2021","Non","14118","Freshmile","ET123","22000","","","FR*SOD*S*SDEC*74*1*_*_-2","","","2","DGYP2","FR*SOD*S*SDEC*74*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*74*1*_*_","Zone de charge","CAEN - Parking Notre Dame de la Gloriette","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*74*1*_*_","DGYP - CAEN - Parking Notre Dame de la Gloriette","Global","3.17g-p1-mb2","000089417305","11/22/2016","E-TOTEM","E TOTEM 22 KVA","9/30/2025","11/2/2021","Non","14118","Freshmile","ET123","22000","","","FR*SOD*S*SDEC*74*1*_*_-2","","","2","DGYP2","FR*SOD*S*SDEC*74*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*74*1*_*_","Zone de charge","CAEN - Parking Notre Dame de la Gloriette","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*74*1*_*_","DGYP - CAEN - Parking Notre Dame de la Gloriette","Global","3.17g-p1-mb2","000089417305","11/22/2016","E-TOTEM","E TOTEM 22 KVA","9/30/2025","11/2/2021","Non","14118","Freshmile","ET123","22000","","","FR*SOD*S*SDEC*74*1*_*_-1","","","2","DGYP1","FR*SOD*S*SDEC*74*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*74*1*_*_","Zone de charge","CAEN - Parking Notre Dame de la Gloriette","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*74*1*_*_","DGYP - CAEN - Parking Notre Dame de la Gloriette","Global","3.17g-p1-mb2","000089417305","11/22/2016","E-TOTEM","E TOTEM 22 KVA","9/30/2025","11/2/2021","Non","14118","Freshmile","ET123","22000","","","FR*SOD*S*SDEC*74*1*_*_-1","","","2","DGYP1","FR*SOD*S*SDEC*74*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*75*1*_*_","Zone de charge","CAEN - 6 place de la Résistance","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*75*1*_*_","BUSH - CAEN - 6 place de la Résistance","Global","3.17g-p1-mb2","000089417316","5/26/2016","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14118","Freshmile","ET124","22000","","","FR*SOD*S*SDEC*75*1*_*_-1","","","2","BUSH1","FR*SOD*S*SDEC*75*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*75*1*_*_","Zone de charge","CAEN - 6 place de la Résistance","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*75*1*_*_","BUSH - CAEN - 6 place de la Résistance","Global","3.17g-p1-mb2","000089417316","5/26/2016","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14118","Freshmile","ET124","22000","","","FR*SOD*S*SDEC*75*1*_*_-2","","","2","BUSH2","FR*SOD*S*SDEC*75*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*75*1*_*_","Zone de charge","CAEN - 6 place de la Résistance","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*75*1*_*_","BUSH - CAEN - 6 place de la Résistance","Global","3.17g-p1-mb2","000089417316","5/26/2016","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14118","Freshmile","ET124","22000","","","FR*SOD*S*SDEC*75*1*_*_-2","","","2","BUSH2","FR*SOD*S*SDEC*75*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*75*1*_*_","Zone de charge","CAEN - 6 place de la Résistance","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*75*1*_*_","BUSH - CAEN - 6 place de la Résistance","Global","3.17g-p1-mb2","000089417316","5/26/2016","E-TOTEM","E TOTEM 22 KVA","9/22/2025","11/2/2021","Non","14118","Freshmile","ET124","22000","","","FR*SOD*S*SDEC*75*1*_*_-1","","","2","BUSH1","FR*SOD*S*SDEC*75*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.35","49.18","FR*SOD*S*SDEC*76*1*_*_","Zone de charge","CAEN - Borne Presqu'île (près du DÔME)","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*76*1*_*_","CWTN - CAEN - Borne Presqu'île (près du DÔME)","Global","3.18a-rc23-tcp","000089417690","2/21/2016","E-TOTEM","E TOTEM 22 KVA","12/9/2025","11/2/2021","Non","14118","Freshmile","ET130","22000","","","FR*SOD*S*SDEC*76*1*_*_-1","","","2","CWTN1","FR*SOD*S*SDEC*76*1*_*_-1-EF","1","EF","","","","1","T2, T3, EF"
"WGS_84","-0.35","49.18","FR*SOD*S*SDEC*76*1*_*_","Zone de charge","CAEN - Borne Presqu'île (près du DÔME)","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*76*1*_*_","CWTN - CAEN - Borne Presqu'île (près du DÔME)","Global","3.18a-rc23-tcp","000089417690","2/21/2016","E-TOTEM","E TOTEM 22 KVA","12/9/2025","11/2/2021","Non","14118","Freshmile","ET130","22000","","","FR*SOD*S*SDEC*76*1*_*_-1","","","2","CWTN1","FR*SOD*S*SDEC*76*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.35","49.18","FR*SOD*S*SDEC*76*1*_*_","Zone de charge","CAEN - Borne Presqu'île (près du DÔME)","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*76*1*_*_","CWTN - CAEN - Borne Presqu'île (près du DÔME)","Global","3.18a-rc23-tcp","000089417690","2/21/2016","E-TOTEM","E TOTEM 22 KVA","12/9/2025","11/2/2021","Non","14118","Freshmile","ET130","22000","","","FR*SOD*S*SDEC*76*1*_*_-2","","","2","CWTN2","FR*SOD*S*SDEC*76*1*_*_-2-T2","2","T2","","","","2","T2,EF"
"WGS_84","-0.35","49.18","FR*SOD*S*SDEC*76*1*_*_","Zone de charge","CAEN - Borne Presqu'île (près du DÔME)","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*76*1*_*_","CWTN - CAEN - Borne Presqu'île (près du DÔME)","Global","3.18a-rc23-tcp","000089417690","2/21/2016","E-TOTEM","E TOTEM 22 KVA","12/9/2025","11/2/2021","Non","14118","Freshmile","ET130","22000","","","FR*SOD*S*SDEC*76*1*_*_-2","","","2","CWTN2","FR*SOD*S*SDEC*76*1*_*_-2-EF","2","EF","","","","2","T2, T3, EF"
"WGS_84","0.19","49.35","FR*SOD*S*SDEC*8*1*_*_","Zone de charge","ST GATIEN DES BOIS - Rue des Brioleurs","Global","Citeos Caen","","","","14130","Borne de charge","","FR*SOD*S*SDEC*8*1*_*_","VENT - ST GATIEN DES BOIS - Rue des Bricoleurs","Global","3.18a-rc23-tcp","000089417692","9/13/2015","E-TOTEM","E TOTEM 22 KVA","9/26/2025","11/2/2021","Non","14578","Freshmile","ET265","22000","","","FR*SOD*S*SDEC*8*1*_*_-2","","","2","VENT2","FR*SOD*S*SDEC*8*1*_*_-2-EF","2","EF","","","","2","T2, T3, EF"
"WGS_84","0.19","49.35","FR*SOD*S*SDEC*8*1*_*_","Zone de charge","ST GATIEN DES BOIS - Rue des Brioleurs","Global","Citeos Caen","","","","14130","Borne de charge","","FR*SOD*S*SDEC*8*1*_*_","VENT - ST GATIEN DES BOIS - Rue des Bricoleurs","Global","3.18a-rc23-tcp","000089417692","9/13/2015","E-TOTEM","E TOTEM 22 KVA","9/26/2025","11/2/2021","Non","14578","Freshmile","ET265","22000","","","FR*SOD*S*SDEC*8*1*_*_-2","","","2","VENT2","FR*SOD*S*SDEC*8*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","0.19","49.35","FR*SOD*S*SDEC*8*1*_*_","Zone de charge","ST GATIEN DES BOIS - Rue des Brioleurs","Global","Citeos Caen","","","","14130","Borne de charge","","FR*SOD*S*SDEC*8*1*_*_","VENT - ST GATIEN DES BOIS - Rue des Bricoleurs","Global","3.18a-rc23-tcp","000089417692","9/13/2015","E-TOTEM","E TOTEM 22 KVA","9/26/2025","11/2/2021","Non","14578","Freshmile","ET265","22000","","","FR*SOD*S*SDEC*8*1*_*_-1","","","2","VENT1","FR*SOD*S*SDEC*8*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","0.19","49.35","FR*SOD*S*SDEC*8*1*_*_","Zone de charge","ST GATIEN DES BOIS - Rue des Brioleurs","Global","Citeos Caen","","","","14130","Borne de charge","","FR*SOD*S*SDEC*8*1*_*_","VENT - ST GATIEN DES BOIS - Rue des Bricoleurs","Global","3.18a-rc23-tcp","000089417692","9/13/2015","E-TOTEM","E TOTEM 22 KVA","9/26/2025","11/2/2021","Non","14578","Freshmile","ET265","22000","","","FR*SOD*S*SDEC*8*1*_*_-1","","","2","VENT1","FR*SOD*S*SDEC*8*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*77*1*_*_","Zone de charge","CAEN - Place Courtonne","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*77*1*_*_","DUUT - CAEN - Place Courtonne","Global","3.17g-p1-mb2","000089417682","1/19/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET132","22000","","","FR*SOD*S*SDEC*77*1*_*_-1","","","2","DUUT1","FR*SOD*S*SDEC*77*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*77*1*_*_","Zone de charge","CAEN - Place Courtonne","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*77*1*_*_","DUUT - CAEN - Place Courtonne","Global","3.17g-p1-mb2","000089417682","1/19/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET132","22000","","","FR*SOD*S*SDEC*77*1*_*_-2","","","2","DUUT2","FR*SOD*S*SDEC*77*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*77*1*_*_","Zone de charge","CAEN - Place Courtonne","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*77*1*_*_","DUUT - CAEN - Place Courtonne","Global","3.17g-p1-mb2","000089417682","1/19/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET132","22000","","","FR*SOD*S*SDEC*77*1*_*_-2","","","2","DUUT2","FR*SOD*S*SDEC*77*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.36","49.18","FR*SOD*S*SDEC*77*1*_*_","Zone de charge","CAEN - Place Courtonne","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*77*1*_*_","DUUT - CAEN - Place Courtonne","Global","3.17g-p1-mb2","000089417682","1/19/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET132","22000","","","FR*SOD*S*SDEC*77*1*_*_-1","","","2","DUUT1","FR*SOD*S*SDEC*77*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.40","49.18","FR*SOD*S*SDEC*78*1*_*_","Zone de charge","CAEN - Boulevard Georges Pompidou","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*78*1*_*_","DAAA - CAEN - Boulevard Georges Pompidou","Global","3.17g-p1-mb2","000089417383","5/27/2016","E-TOTEM","E TOTEM 22 KVA","10/29/2025","11/2/2021","Non","14118","Freshmile","ET140","22000","","","FR*SOD*S*SDEC*78*1*_*_-1","","","2","DAAA1","FR*SOD*S*SDEC*78*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.40","49.18","FR*SOD*S*SDEC*78*1*_*_","Zone de charge","CAEN - Boulevard Georges Pompidou","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*78*1*_*_","DAAA - CAEN - Boulevard Georges Pompidou","Global","3.17g-p1-mb2","000089417383","5/27/2016","E-TOTEM","E TOTEM 22 KVA","10/29/2025","11/2/2021","Non","14118","Freshmile","ET140","22000","","","FR*SOD*S*SDEC*78*1*_*_-1","","","2","DAAA1","FR*SOD*S*SDEC*78*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.40","49.18","FR*SOD*S*SDEC*78*1*_*_","Zone de charge","CAEN - Boulevard Georges Pompidou","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*78*1*_*_","DAAA - CAEN - Boulevard Georges Pompidou","Global","3.17g-p1-mb2","000089417383","5/27/2016","E-TOTEM","E TOTEM 22 KVA","10/29/2025","11/2/2021","Non","14118","Freshmile","ET140","22000","","","FR*SOD*S*SDEC*78*1*_*_-2","","","2","DAAA2","FR*SOD*S*SDEC*78*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.40","49.18","FR*SOD*S*SDEC*78*1*_*_","Zone de charge","CAEN - Boulevard Georges Pompidou","Global","","","","","14000","Borne de charge","","FR*SOD*S*SDEC*78*1*_*_","DAAA - CAEN - Boulevard Georges Pompidou","Global","3.17g-p1-mb2","000089417383","5/27/2016","E-TOTEM","E TOTEM 22 KVA","10/29/2025","11/2/2021","Non","14118","Freshmile","ET140","22000","","","FR*SOD*S*SDEC*78*1*_*_-2","","","2","DAAA2","FR*SOD*S*SDEC*78*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*79*1*_*_","Zone de charge","CAEN - Avenue Albert Sorel","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*79*1*_*_","BXNM - CAEN - Avenue Albert Sorel","Global","3.17g-p1-mb2","0000","9/8/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET143","22000","","","FR*SOD*S*SDEC*79*1*_*_-1","","","2","BXNM1","FR*SOD*S*SDEC*79*1*_*_-1-T2","1","T2","","","","1","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*79*1*_*_","Zone de charge","CAEN - Avenue Albert Sorel","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*79*1*_*_","BXNM - CAEN - Avenue Albert Sorel","Global","3.17g-p1-mb2","0000","9/8/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET143","22000","","","FR*SOD*S*SDEC*79*1*_*_-1","","","2","BXNM1","FR*SOD*S*SDEC*79*1*_*_-1-EF","1","EF","","","","1","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*79*1*_*_","Zone de charge","CAEN - Avenue Albert Sorel","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*79*1*_*_","BXNM - CAEN - Avenue Albert Sorel","Global","3.17g-p1-mb2","0000","9/8/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET143","22000","","","FR*SOD*S*SDEC*79*1*_*_-2","","","2","BXNM2","FR*SOD*S*SDEC*79*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.37","49.18","FR*SOD*S*SDEC*79*1*_*_","Zone de charge","CAEN - Avenue Albert Sorel","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*79*1*_*_","BXNM - CAEN - Avenue Albert Sorel","Global","3.17g-p1-mb2","0000","9/8/2016","E-TOTEM","E TOTEM 22 KVA","11/21/2025","11/2/2021","Non","14118","Freshmile","ET143","22000","","","FR*SOD*S*SDEC*79*1*_*_-2","","","2","BXNM2","FR*SOD*S*SDEC*79*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.34","49.19","FR*SOD*S*SDEC*81*1*_*_","Zone de charge","CAEN - Avenue Georges Clemenceau","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*81*1*_*_","CENR - CAEN - Avenue Georges Clemenceau","Global","3.17g-p1-mb2","000089417327","9/19/2016","E-TOTEM","E TOTEM 22 KVA","12/9/2025","11/2/2021","Non","14118","Freshmile","ET146","22000","","","FR*SOD*S*SDEC*81*1*_*_-2","","","2","CENR2","FR*SOD*S*SDEC*81*1*_*_-2-T2","2","T2","","","","2","T2, EF"
"WGS_84","-0.34","49.19","FR*SOD*S*SDEC*81*1*_*_","Zone de charge","CAEN - Avenue Georges Clemenceau","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*81*1*_*_","CENR - CAEN - Avenue Georges Clemenceau","Global","3.17g-p1-mb2","000089417327","9/19/2016","E-TOTEM","E TOTEM 22 KVA","12/9/2025","11/2/2021","Non","14118","Freshmile","ET146","22000","","","FR*SOD*S*SDEC*81*1*_*_-2","","","2","CENR2","FR*SOD*S*SDEC*81*1*_*_-2-EF","2","EF","","","","2","T2, EF"
"WGS_84","-0.34","49.19","FR*SOD*S*SDEC*81*1*_*_","Zone de charge","CAEN - Avenue Georges Clemenceau","Global","Citeos Caen","","","","14000","Borne de charge","","FR*SOD*S*SDEC*81*1*_*_","CENR - CAEN - Avenue Georges Clemenceau","Global","3.17g-p1-mb2","000089417327","9/19/2016","E-TOTEM","E TOTEM 22 KVA","12/9/2025","11/2/2021","Non","14118","Freshmile","ET146","22000","","","FR*SOD*S*SDEC*81*1*_*_-1","","","2","CENR1","FR*SOD*S*SDEC*81*1*_*_-1-EF","1","EF","","","","1","T2, EF"
